step,epoch,train_loss,train_recon,train_L1,val_loss,val_mse,val_l0,dead_frac
10000,1,0.13759484760866275,0.05909137476661803,261.67823219995967,0.000707818111664109,0.0006258800642814618,672.8900870978838,0.0
20000,1,0.1012381098902575,0.031022076175344804,234.05343487088197,0.00040649131029384084,0.00033207728525733377,676.0687315792209,0.0
30000,1,0.08297670020175728,0.017574643070909703,218.00684616676304,0.00025315348702561834,0.00018364527814031646,676.2253344012877,0.0
40000,1,0.07900330919136526,0.016217695885594102,209.28536755490967,0.00023996142354236897,0.0001735127144171375,676.3632896119888,0.0
50000,1,0.07478354611679607,0.014106172215684885,202.25790433523002,0.0002079398032978214,0.00014339350926604938,676.1176404886346,0.0
60000,1,0.07287177926984394,0.013184380473498779,198.95798796512346,0.0002040420852217888,0.00014081505014730674,676.0473214686197,0.0
70000,1,0.07115471725967387,0.012537664335151261,195.3901664449838,0.0002021013246054295,0.00014000479144389826,675.71756420072,0.0
80000,1,0.07093055155710097,0.01307807912774038,192.84156628431035,0.00019382951316290848,0.00013277503194193674,675.3562403292354,0.0
90000,1,0.06923899685568763,0.012291346382755109,189.8254941914551,0.00019037599829591873,0.00013003336507266187,675.1360161447451,0.001953125
100000,1,0.06800965111478584,0.012169694828379693,186.1331804668132,0.00019035603190581933,0.000130936723586589,674.480502475615,0.0029296875
110000,1,0.06620394698448863,0.010940967519157975,184.20992153839939,0.00018643600183010253,0.00012760525997668933,674.358960745091,0.001953125
120000,1,0.06498142838524751,0.010715521581007402,180.88634691265898,0.00017584857493731554,0.00011796607468586253,674.0729768172527,0.00390625
130000,1,0.06395060616616725,0.01070141708335293,177.497288693284,0.00017237695010876753,0.00011531297112347593,674.0721731142282,0.005859375
140000,1,0.06283230753789597,0.00990906382526112,176.41080322460485,0.00016687010671497923,0.00011074987310619602,673.6528579436352,0.0078125
150000,1,0.062132846292433416,0.010016868821586833,173.71991681511014,0.00017158030476275413,0.000116158255982212,673.7021183441548,0.0078125
160000,1,0.0616259936364403,0.010208661772434284,171.3910975584956,0.00017000421458059024,0.00011530264564015396,673.5062920051324,0.0087890625
170000,1,0.06129680271409976,0.010246950819569053,170.166165367809,0.00016504876246949918,0.0001110452205060793,673.4326337203042,0.0087890625
180000,1,0.06011502001284419,0.009878832057985246,167.4539518080093,0.00017023452238442455,0.00011710081491537756,673.3098545291224,0.0126953125
190000,1,0.05895358633689233,0.009505499871396242,164.82694749885985,0.00016200191670692437,0.00010958183785585869,673.2896292076696,0.01171875
200000,1,0.0582691597610814,0.00947804292716102,162.63704842265767,0.00015431631583572155,0.00010260897415790868,673.2809365170069,0.0126953125
210000,1,0.05750477430589945,0.009556021595242443,159.829168069141,0.00014948232983122623,9.863547844724087e-05,673.0639183223831,0.009765625
220000,1,0.05675346655454329,0.009168991551143422,158.6149083305164,0.00015966647898517166,0.00010960249775786882,672.9847422898105,0.01171875
230000,1,0.05573517243287914,0.009052375668270789,155.60931557860266,0.0001495733488190114,0.00010035776923033885,672.8006442204451,0.013671875
240000,1,0.05444870239989347,0.0087736440379446,152.25018721377253,0.0001534877344306786,0.0001050542328394167,672.672331383251,0.0126953125
250000,1,0.053468227511757754,0.008574208274871755,149.6467234921993,0.00014343260053146313,9.577899787006416e-05,672.717543610925,0.01171875
260000,1,0.05357157922738798,0.00894300160793626,148.76191859855476,0.00014930684962119025,0.0001024181141359597,672.4630256835136,0.015625
270000,1,0.051603363048781624,0.008344840340197732,144.1950686901429,0.00014089748172847378,9.482845401335784e-05,672.3122740204545,0.0146484375
280000,1,0.051781194619862546,0.00876693321404914,143.38086476079908,0.00014052333350895866,9.526872731490349e-05,672.0357190339402,0.015625
290000,1,0.05013453013819514,0.008043332850930153,140.30398455207254,0.00014255229653107167,9.799519093738086e-05,671.8056161198708,0.0146484375
300000,1,0.05016535051187241,0.008321083245115843,139.4808853674518,0.00013428857685327602,9.039117567107612e-05,671.5783295877649,0.013671875
310000,1,0.04869272376892679,0.007840603382549728,136.1737277229882,0.0001397668492861788,9.655039350999673e-05,671.3516870433989,0.013671875
320000,1,0.047836641915483515,0.007403471418528242,134.7772292564989,0.00013235339064316068,8.970821782078212e-05,671.5472428190308,0.0126953125
330000,1,0.04812021657210939,0.008144994053571806,133.25073442405247,0.00013080733203421537,8.868558216279e-05,671.2783439654478,0.0107421875
340000,1,0.04687102544014315,0.007566780638576563,131.01414309555125,0.00013505057890488508,9.35261850673258e-05,670.9750034545281,0.013671875
350000,1,0.04699976050415838,0.00783889051332653,130.5362281059392,0.00012670144616056217,8.573699951192438e-05,670.6801057037704,0.013671875
360000,1,0.04564656945467625,0.007598989476573719,126.82526060526772,0.00012403148672713544,8.356828470901813e-05,670.1870413254915,0.0126953125
370000,1,0.04577637279349562,0.007957019661035424,126.0645046872769,0.00012680901394167713,8.679061608620203e-05,669.8950503457561,0.0126953125
380000,1,0.045174213775066675,0.007556747449352112,125.39154950242413,0.00011779901570786536,7.817310369182157e-05,669.7537686256871,0.013671875
390000,1,0.04450564755586721,0.007559069702237709,123.15525397867142,0.00012322886969231466,8.399088987372346e-05,669.6090701528966,0.015625
400000,1,0.043526201002844135,0.006912461187246098,122.0457929606227,0.00011612453386405026,7.729534214726085e-05,669.5036445319187,0.0146484375
410000,1,0.0427021226296784,0.006606879624090083,120.31747062591926,0.00011577880953197748,7.73790203807279e-05,669.4659674626737,0.0166015625
420000,1,0.04282931708949507,0.006914313306326803,119.71667359776173,0.00012046119251177563,8.244699058612698e-05,669.0878724589677,0.0166015625
430000,1,0.04261335030967612,0.006834964488891195,119.26128014241614,0.00011413898768262155,7.643491792116114e-05,668.9912593745483,0.017578125
440000,1,0.04240794133609972,0.007088059351669757,117.73293422411301,0.00011202688923406953,7.45916994188142e-05,669.048873681621,0.017578125
450000,1,0.04200489189778239,0.006888096475560393,117.0559780366946,0.00010951483257863708,7.238412658561522e-05,668.6333332369509,0.0166015625
460000,1,0.04169218658504375,0.006791617458915022,116.33522420733159,0.00010989304660695022,7.305509678740425e-05,668.6356968159033,0.017578125
470000,1,0.04152159631845966,0.006998797612272722,115.0759894066648,0.00011845897603329998,8.186444996955467e-05,668.2458474518849,0.0166015625
480000,1,0.04121145016692297,0.00672812059450214,114.94442608929425,0.00010704936668471892,7.072775631836536e-05,667.9757801696519,0.015625
490000,1,0.04065610378966951,0.006602511075740347,113.5119708481834,0.00011481102463559838,7.880406408569208e-05,667.9079164551131,0.0166015625
